Date,Open,High,Low,Close,Adj Close,Volume
2014-12-11,14.660000,14.660000,14.660000,14.660000,11.918503,0
2014-12-12,14.420000,14.420000,14.420000,14.420000,11.723383,0
2014-12-15,14.190000,14.190000,14.190000,14.190000,11.536393,0
2014-12-16,14.310000,14.310000,14.310000,14.310000,11.633955,0
2014-12-17,14.420000,14.420000,14.420000,14.420000,11.723383,0
2014-12-18,14.660000,14.660000,14.660000,14.660000,11.928430,0
2014-12-19,14.700000,14.700000,14.700000,14.700000,11.960976,0
2014-12-22,14.770000,14.770000,14.770000,14.770000,12.017933,0
2014-12-23,14.740000,14.740000,14.740000,14.740000,11.993523,0
2014-12-24,14.760000,14.760000,14.760000,14.760000,12.009797,0
2014-12-26,14.800000,14.800000,14.800000,14.800000,12.042344,0
2014-12-29,14.740000,14.740000,14.740000,14.740000,11.993523,0
2014-12-30,14.590000,14.590000,14.590000,14.590000,11.871472,0
2014-12-31,14.490000,14.490000,14.490000,14.490000,11.790104,0
2015-01-02,14.450000,14.450000,14.450000,14.450000,11.757558,0
2015-01-05,14.150000,14.150000,14.150000,14.150000,11.513455,0
2015-01-06,14.020000,14.020000,14.020000,14.020000,11.407679,0
2015-01-07,14.100000,14.100000,14.100000,14.100000,11.472774,0
2015-01-08,14.290000,14.290000,14.290000,14.290000,11.627370,0
2015-01-09,14.200000,14.200000,14.200000,14.200000,11.554140,0
2015-01-12,14.190000,14.190000,14.190000,14.190000,11.546003,0
2015-01-13,14.280000,14.280000,14.280000,14.280000,11.619233,0
2015-01-14,14.220000,14.220000,14.220000,14.220000,11.570414,0
2015-01-15,14.290000,14.290000,14.290000,14.290000,11.627370,0
2015-01-16,14.450000,14.450000,14.450000,14.450000,11.757558,0
2015-01-20,14.510000,14.510000,14.510000,14.510000,11.806378,0
2015-01-21,14.570000,14.570000,14.570000,14.570000,11.855199,0
2015-01-22,14.610000,14.610000,14.610000,14.610000,11.887745,0
2015-01-23,14.570000,14.570000,14.570000,14.570000,11.855199,0
2015-01-26,14.740000,14.740000,14.740000,14.740000,11.993523,0
2015-01-27,14.770000,14.770000,14.770000,14.770000,12.017933,0
2015-01-28,14.620000,14.620000,14.620000,14.620000,11.895884,0
2015-01-29,14.780000,14.780000,14.780000,14.780000,12.026070,0
2015-01-30,14.570000,14.570000,14.570000,14.570000,11.855199,0
2015-02-02,14.740000,14.740000,14.740000,14.740000,11.993523,0
2015-02-03,14.970000,14.970000,14.970000,14.970000,12.180668,0
2015-02-04,14.880000,14.880000,14.880000,14.880000,12.107437,0
2015-02-05,15.030000,15.030000,15.030000,15.030000,12.229487,0
2015-02-06,14.870000,14.870000,14.870000,14.870000,12.099299,0
2015-02-09,14.800000,14.800000,14.800000,14.800000,12.042344,0
2015-02-10,14.930000,14.930000,14.930000,14.930000,12.148120,0
2015-02-11,14.880000,14.880000,14.880000,14.880000,12.107437,0
2015-02-12,15.100000,15.100000,15.100000,15.100000,12.286445,0
2015-02-13,15.180000,15.180000,15.180000,15.180000,12.351538,0
2015-02-17,15.220000,15.220000,15.220000,15.220000,12.384085,0
2015-02-18,15.290000,15.290000,15.290000,15.290000,12.441042,0
2015-02-19,15.310000,15.310000,15.310000,15.310000,12.457316,0
2015-02-20,15.430000,15.430000,15.430000,15.430000,12.554957,0
2015-02-23,15.400000,15.400000,15.400000,15.400000,12.530546,0
2015-02-24,15.460000,15.460000,15.460000,15.460000,12.579367,0
2015-02-25,15.510000,15.510000,15.510000,15.510000,12.620050,0
2015-02-26,15.460000,15.460000,15.460000,15.460000,12.579367,0
2015-02-27,15.490000,15.490000,15.490000,15.490000,12.603777,0
2015-03-02,15.500000,15.500000,15.500000,15.500000,12.611913,0
2015-03-03,15.400000,15.400000,15.400000,15.400000,12.530546,0
2015-03-04,15.350000,15.350000,15.350000,15.350000,12.489862,0
2015-03-05,15.390000,15.390000,15.390000,15.390000,12.522410,0
2015-03-06,15.170000,15.170000,15.170000,15.170000,12.343403,0
2015-03-09,15.190000,15.190000,15.190000,15.190000,12.359674,0
2015-03-10,14.890000,14.890000,14.890000,14.890000,12.115573,0
2015-03-11,14.910000,14.910000,14.910000,14.910000,12.131847,0
2015-03-12,15.120000,15.120000,15.120000,15.120000,12.302718,0
2015-03-13,15.020000,15.020000,15.020000,15.020000,12.221351,0
2015-03-16,15.170000,15.170000,15.170000,15.170000,12.343403,0
2015-03-17,15.090000,15.090000,15.090000,15.090000,12.278308,0
2015-03-18,15.350000,15.350000,15.350000,15.350000,12.489862,0
2015-03-19,15.200000,15.200000,15.200000,15.200000,12.367811,0
2015-03-20,15.540000,15.540000,15.540000,15.540000,12.644460,0
2015-03-23,15.620000,15.620000,15.620000,15.620000,12.709554,0
